owner,ticker,asset_type,type,amount,state,party,industry,senator
Self,GIS,Stock,Sale (Partial),"$100,000 ",ND,Republican,Packaged Foods,John Hoeven
Joint,DISCA,Stock,Purchase,"$15,000 ",GA,Republican,Television Services,David Perdue
Joint,BAC,Stock,Sale (Partial),"$15,000 ",GA,Republican,Major Banks,David Perdue
Joint,UHAL,Stock,Purchase,"$15,000 ",GA,Republican,Rental/Leasing Companies,David Perdue
Joint,CRMT,Stock,Sale (Partial),"$15,000 ",GA,Republican,Other Specialty Stores,David Perdue
Joint,DIS,Stock,Purchase,"$15,000 ",GA,Republican,Services-Misc. Amusement & Recreation,David Perdue
Joint,CRMT,Stock,Sale (Partial),"$15,000 ",GA,Republican,Other Specialty Stores,David Perdue
Joint,WPX,Stock,Sale (Partial),"$15,000 ",GA,Republican,,David Perdue
Joint,CRMT,Stock,Sale (Partial),"$15,000 ",GA,Republican,Other Specialty Stores,David Perdue
Joint,CRMT,Stock,Sale (Partial),"$15,000 ",GA,Republican,Other Specialty Stores,David Perdue
Joint,WPX,Stock,Sale (Partial),"$15,000 ",GA,Republican,,David Perdue
Joint,PEP,Stock,Purchase,"$15,000 ",GA,Republican,Beverages (Production/Distribution),David Perdue
Joint,CRMT,Stock,Sale (Partial),"$15,000 ",GA,Republican,Other Specialty Stores,David Perdue
Joint,WPX,Stock,Sale (Partial),"$15,000 ",GA,Republican,,David Perdue
Joint,DISCA,Stock,Purchase,"$15,000 ",GA,Republican,Television Services,David Perdue
Joint,PEP,Stock,Purchase,"$15,000 ",GA,Republican,Beverages (Production/Distribution),David Perdue
Joint,HBI,Stock,Purchase,"$15,000 ",GA,Republican,Clothing/Shoe/Accessory Stores,David Perdue
Joint,WPX,Stock,Sale (Partial),"$15,000 ",GA,Republican,,David Perdue
Joint,GLW,Stock,Purchase,"$15,000 ",GA,Republican,Telecommunications Equipment,David Perdue
Joint,FOXA,Stock,Sale (Partial),"$15,000 ",GA,Republican,Broadcasting,David Perdue
Joint,HBI,Stock,Purchase,"$15,000 ",GA,Republican,Clothing/Shoe/Accessory Stores,David Perdue
Joint,DISCA,Stock,Purchase,"$15,000 ",GA,Republican,Television Services,David Perdue
Joint,WPX,Stock,Sale (Partial),"$15,000 ",GA,Republican,,David Perdue
Joint,FOXA,Stock,Sale (Partial),"$15,000 ",GA,Republican,Broadcasting,David Perdue
Joint,TWX,Stock,Purchase,"$15,000 ",GA,Republican,,David Perdue
Joint,DISCA,Stock,Purchase,"$15,000 ",GA,Republican,Television Services,David Perdue
Joint,HBI,Stock,Purchase,"$15,000 ",GA,Republican,Clothing/Shoe/Accessory Stores,David Perdue
Joint,FEYE,Stock,Sale (Partial),"$15,000 ",GA,Republican,Computer peripheral equipment,David Perdue
Joint,FEYE,Stock,Sale (Partial),"$15,000 ",GA,Republican,Computer peripheral equipment,David Perdue
Joint,FEYE,Stock,Sale (Partial),"$15,000 ",GA,Republican,Computer peripheral equipment,David Perdue
Joint,HBI,Stock,Purchase,"$15,000 ",GA,Republican,Clothing/Shoe/Accessory Stores,David Perdue
Spouse,BAC,Stock,Purchase,"$15,000 ",KS,Republican,Major Banks,Pat Roberts
N/A,N/A,PDF Disclosed Filing,N/A,,,,,John Barrasso
N/A,N/A,PDF Disclosed Filing,N/A,,,,,Richard Blumenthal
N/A,N/A,PDF Disclosed Filing,N/A,,,,,Dianne Feinstein
N/A,N/A,PDF Disclosed Filing,N/A,,,,,Dianne Feinstein
N/A,N/A,PDF Disclosed Filing,N/A,,,,,Dianne Feinstein
N/A,N/A,PDF Disclosed Filing,N/A,,,,,Dianne Feinstein
Spouse,GILD,Stock,Sale (Partial),"$15,000 ",ME,Independent,Biotechnology: Biological Products (No Diagnostic Substances),"Angus S. King, Jr."
N/A,N/A,PDF Disclosed Filing,N/A,,,,,Dianne Feinstein
N/A,N/A,PDF Disclosed Filing,N/A,,,,,Richard Burr
Child,FE,Stock,Sale (Partial),"$15,000 ",PA,Democrat,Electric Utilities: Central,"Robert P. Casey, Jr."
Spouse,VFC,Stock,Sale (Full),"$15,000 ",LA,Republican,Apparel,Bill Cassidy
Spouse,UPS,Stock,Purchase,"$15,000 ",LA,Republican,Trucking Freight/Courier Services,Bill Cassidy
Spouse,SBUX,Stock,Purchase,"$15,000 ",LA,Republican,Restaurants,Bill Cassidy
Spouse,PG,Stock,Purchase,"$15,000 ",LA,Republican,Package Goods/Cosmetics,Bill Cassidy
Spouse,MSFT,Stock,Sale (Partial),"$15,000 ",LA,Republican,Computer Software: Prepackaged Software,Bill Cassidy
Spouse,MDT,Stock,Sale (Partial),"$15,000 ",LA,Republican,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Bill Cassidy
Spouse,LOW,Stock,Sale (Partial),"$15,000 ",LA,Republican,RETAIL: Building Materials,Bill Cassidy
Spouse,IBM,Stock,Purchase,"$15,000 ",LA,Republican,Computer Manufacturing,Bill Cassidy
Spouse,GWW,Stock,Sale (Full),"$15,000 ",LA,Republican,Office Equipment/Supplies/Services,Bill Cassidy
Spouse,XOM,Stock,Purchase,"$15,000 ",LA,Republican,Integrated oil Companies,Bill Cassidy
Spouse,EMR,Stock,Sale (Partial),"$15,000 ",LA,Republican,Consumer Electronics/Appliances,Bill Cassidy
Spouse,CMCSA,Stock,Purchase,"$15,000 ",LA,Republican,Television Services,Bill Cassidy
Spouse,CSCO,Stock,Sale (Partial),"$15,000 ",LA,Republican,Computer Communications Equipment,Bill Cassidy
Spouse,CVS,Stock,Purchase,"$15,000 ",LA,Republican,Medical/Nursing Services,Bill Cassidy
Spouse,BLK,Stock,Sale (Partial),"$15,000 ",LA,Republican,Investment Bankers/Brokers/Service,Bill Cassidy
Spouse,AFL,Stock,Purchase,"$15,000 ",LA,Republican,Accident &Health Insurance,Bill Cassidy
Spouse,WFC,Stock,Purchase,"$15,000 ",KY,Republican,Major Banks,Mitch Mcconnell
Spouse,WFC,Stock,Purchase,"$15,000 ",KY,Republican,Major Banks,Mitch Mcconnell
Spouse,WFC,Stock,Purchase,"$15,000 ",KY,Republican,Major Banks,Mitch Mcconnell
Self,DWDP,Stock,Exchange,"$50,000 ",MI,Democrat,,Gary C. Peters
Self,DWDP,Stock,Exchange,"$50,000 ",MI,Democrat,,Gary C. Peters
N/A,N/A,PDF Disclosed Filing,N/A,,,,,Rob Portman
Self,REVB,Stock,Sale (Partial),"$15,000 ",PA,Republican,,Patrick J. Toomey
Self,BOX,Stock,Purchase,"$15,000 ",PA,Republican,Computer Software: Prepackaged Software,Patrick J. Toomey
Spouse,ENB,Stock,Exchange,"$15,000 ",WV,Republican,Natural Gas Distribution,Shelley Moore Capito
Spouse,PTEN,Stock,Exchange,"$15,000 ",WV,Republican,Oil & Gas Production,Shelley Moore Capito
Spouse,WEC,Stock,Purchase,"$15,000 ",WV,Republican,Power Generation,Shelley Moore Capito
Spouse,WMT,Stock,Purchase,"$15,000 ",WV,Republican,Department/Specialty Retail Stores,Shelley Moore Capito
Spouse,VFC,Stock,Purchase,"$15,000 ",WV,Republican,Apparel,Shelley Moore Capito
Spouse,UTX,Stock,Purchase,"$15,000 ",WV,Republican,,Shelley Moore Capito
Spouse,USB,Stock,Purchase,"$15,000 ",WV,Republican,Major Banks,Shelley Moore Capito
Spouse,MMM,Stock,Purchase,"$15,000 ",WV,Republican,Medical/Dental Instruments,Shelley Moore Capito
Spouse,TGT,Stock,Purchase,"$15,000 ",WV,Republican,Department/Specialty Retail Stores,Shelley Moore Capito
Spouse,SYY,Stock,Purchase,"$15,000 ",WV,Republican,Food Distributors,Shelley Moore Capito
Spouse,QCOM,Stock,Purchase,"$15,000 ",WV,Republican,Radio And Television Broadcasting And Communications Equipment,Shelley Moore Capito
Spouse,PG,Stock,Purchase,"$15,000 ",WV,Republican,Package Goods/Cosmetics,Shelley Moore Capito
Spouse,PX,Stock,Purchase,"$15,000 ",WV,Republican,,Shelley Moore Capito
Spouse,PII,Stock,Purchase,"$15,000 ",WV,Republican,Industrial Specialties,Shelley Moore Capito
Spouse,PSX,Stock,Purchase,"$15,000 ",WV,Republican,Integrated oil Companies,Shelley Moore Capito
Spouse,PEP,Stock,Purchase,"$15,000 ",WV,Republican,Beverages (Production/Distribution),Shelley Moore Capito
Spouse,PAYX,Stock,Purchase,"$15,000 ",WV,Republican,Diversified Commercial Services,Shelley Moore Capito
Spouse,NVS,Stock,Purchase,"$15,000 ",WV,Republican,Major Pharmaceuticals,Shelley Moore Capito
Spouse,NSC,Stock,Purchase,"$15,000 ",WV,Republican,Railroads,Shelley Moore Capito
Spouse,NKE,Stock,Purchase,"$15,000 ",WV,Republican,Shoe Manufacturing,Shelley Moore Capito
Spouse,NEE,Stock,Purchase,"$15,000 ",WV,Republican,Electric Utilities: Central,Shelley Moore Capito
Spouse,JPM,Stock,Purchase,"$15,000 ",WV,Republican,Major Banks,Shelley Moore Capito
Spouse,MSFT,Stock,Purchase,"$15,000 ",WV,Republican,Computer Software: Prepackaged Software,Shelley Moore Capito
Spouse,MDT,Stock,Purchase,"$15,000 ",WV,Republican,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Shelley Moore Capito
Spouse,MCD,Stock,Purchase,"$15,000 ",WV,Republican,Restaurants,Shelley Moore Capito
Spouse,LOW,Stock,Purchase,"$15,000 ",WV,Republican,RETAIL: Building Materials,Shelley Moore Capito
Spouse,JNJ,Stock,Purchase,"$15,000 ",WV,Republican,Major Pharmaceuticals,Shelley Moore Capito
Spouse,IBM.MX,Stock,Purchase,"$15,000 ",WV,Republican,,Shelley Moore Capito
Spouse,ITW,Stock,Purchase,"$15,000 ",WV,Republican,Industrial Machinery/Components,Shelley Moore Capito
Spouse,HRS,Stock,Purchase,"$15,000 ",WV,Republican,,Shelley Moore Capito
Spouse,GIS,Stock,Purchase,"$15,000 ",WV,Republican,Packaged Foods,Shelley Moore Capito
Spouse,GD,Stock,Purchase,"$15,000 ",WV,Republican,Marine Transportation,Shelley Moore Capito
Spouse,FDS,Stock,Purchase,"$15,000 ",WV,Republican,"Computer Software: Programming, Data Processing",Shelley Moore Capito
Spouse,XOM,Stock,Purchase,"$15,000 ",WV,Republican,Integrated oil Companies,Shelley Moore Capito
Spouse,ES,Stock,Purchase,"$15,000 ",WV,Republican,Electric Utilities: Central,Shelley Moore Capito
Spouse,EMR,Stock,Purchase,"$15,000 ",WV,Republican,Consumer Electronics/Appliances,Shelley Moore Capito
Spouse,EV,Stock,Purchase,"$15,000 ",WV,Republican,,Shelley Moore Capito
Spouse,CL,Stock,Purchase,"$15,000 ",WV,Republican,Package Goods/Cosmetics,Shelley Moore Capito
Spouse,CLX,Stock,Purchase,"$15,000 ",WV,Republican,Specialty Chemicals,Shelley Moore Capito
Spouse,CSCO,Stock,Purchase,"$15,000 ",WV,Republican,Computer Communications Equipment,Shelley Moore Capito
Spouse,CB,Stock,Purchase,"$15,000 ",WV,Republican,Property-Casualty Insurers,Shelley Moore Capito
Spouse,CVX,Stock,Purchase,"$15,000 ",WV,Republican,Integrated oil Companies,Shelley Moore Capito
Spouse,BLK,Stock,Purchase,"$15,000 ",WV,Republican,Investment Bankers/Brokers/Service,Shelley Moore Capito
Spouse,BDX,Stock,Purchase,"$15,000 ",WV,Republican,Medical/Dental Instruments,Shelley Moore Capito
Spouse,ADP,Stock,Purchase,"$15,000 ",WV,Republican,EDP Services,Shelley Moore Capito
Spouse,ADI,Stock,Purchase,"$15,000 ",WV,Republican,Semiconductors,Shelley Moore Capito
Spouse,AMGN,Stock,Purchase,"$15,000 ",WV,Republican,Biotechnology: Biological Products (No Diagnostic Substances),Shelley Moore Capito
Spouse,APD,Stock,Purchase,"$15,000 ",WV,Republican,Major Chemicals,Shelley Moore Capito
Spouse,ACN,Stock,Purchase,"$15,000 ",WV,Republican,Business Services,Shelley Moore Capito
Spouse,ABT,Stock,Purchase,"$15,000 ",WV,Republican,Major Pharmaceuticals,Shelley Moore Capito
Spouse,T,Stock,Purchase,"$15,000 ",WV,Republican,Telecommunications Equipment,Shelley Moore Capito
Spouse,AFL,Stock,Purchase,"$15,000 ",WV,Republican,Accident &Health Insurance,Shelley Moore Capito
Spouse,VGK,Stock,Sale (Full),"$50,000 ",WV,Republican,,Shelley Moore Capito
Spouse,UBSI,Stock,Sale (Full),"$50,000 ",WV,Republican,Major Banks,Shelley Moore Capito
Spouse,NSRGY,Stock,Sale (Full),"$15,000 ",WV,Republican,,Shelley Moore Capito
Spouse,MS,Stock,Sale (Full),"$15,000 ",WV,Republican,Investment Bankers/Brokers/Service,Shelley Moore Capito
Spouse,LULU,Stock,Sale (Full),"$15,000 ",WV,Republican,Apparel,Shelley Moore Capito
Spouse,IYE,Stock,Sale (Full),"$50,000 ",WV,Republican,,Shelley Moore Capito
Spouse,KHC,Stock,Sale (Full),"$15,000 ",WV,Republican,Packaged Foods,Shelley Moore Capito
Spouse,RHHBY,Stock,Sale (Full),"$15,000 ",WV,Republican,,Shelley Moore Capito
Spouse,CLB,Stock,Sale (Full),"$15,000 ",WV,Republican,Oilfield Services/Equipment,Shelley Moore Capito
Spouse,CHK,Stock,Sale (Full),"$15,000 ",WV,Republican,Oil & Gas Production,Shelley Moore Capito
Spouse,CME,Stock,Sale (Full),"$50,000 ",WV,Republican,Investment Bankers/Brokers/Service,Shelley Moore Capito
Spouse,BRK-B,Stock,Sale (Full),"$50,000 ",WV,Republican,,Shelley Moore Capito
Spouse,AL,Stock,Sale (Full),"$15,000 ",WV,Republican,Diversified Commercial Services,Shelley Moore Capito
Spouse,WEC,Stock,Purchase,"$15,000 ",WV,Republican,Power Generation,Shelley Moore Capito
Spouse,WMT,Stock,Purchase,"$15,000 ",WV,Republican,Department/Specialty Retail Stores,Shelley Moore Capito
Spouse,VFC,Stock,Purchase,"$15,000 ",WV,Republican,Apparel,Shelley Moore Capito
Spouse,UTX,Stock,Purchase,"$15,000 ",WV,Republican,,Shelley Moore Capito
Spouse,USB,Stock,Purchase,"$15,000 ",WV,Republican,Major Banks,Shelley Moore Capito
Spouse,MMM,Stock,Purchase,"$15,000 ",WV,Republican,Medical/Dental Instruments,Shelley Moore Capito
Spouse,SYY,Stock,Purchase,"$15,000 ",WV,Republican,Food Distributors,Shelley Moore Capito
Spouse,PX,Stock,Purchase,"$15,000 ",WV,Republican,,Shelley Moore Capito
Spouse,PII,Stock,Purchase,"$15,000 ",WV,Republican,Industrial Specialties,Shelley Moore Capito
Spouse,PSX,Stock,Purchase,"$15,000 ",WV,Republican,Integrated oil Companies,Shelley Moore Capito
Spouse,PEP,Stock,Purchase,"$15,000 ",WV,Republican,Beverages (Production/Distribution),Shelley Moore Capito
Spouse,PAYX,Stock,Purchase,"$15,000 ",WV,Republican,Diversified Commercial Services,Shelley Moore Capito
Spouse,NSC,Stock,Purchase,"$15,000 ",WV,Republican,Railroads,Shelley Moore Capito
Spouse,NEE,Stock,Purchase,"$15,000 ",WV,Republican,Electric Utilities: Central,Shelley Moore Capito
Spouse,JPM,Stock,Purchase,"$15,000 ",WV,Republican,Major Banks,Shelley Moore Capito
Spouse,MSFT,Stock,Purchase,"$15,000 ",WV,Republican,Computer Software: Prepackaged Software,Shelley Moore Capito
Spouse,MDT,Stock,Purchase,"$15,000 ",WV,Republican,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Shelley Moore Capito
Spouse,MCD,Stock,Purchase,"$15,000 ",WV,Republican,Restaurants,Shelley Moore Capito
Spouse,LOW,Stock,Purchase,"$15,000 ",WV,Republican,RETAIL: Building Materials,Shelley Moore Capito
Spouse,JNJ,Stock,Purchase,"$15,000 ",WV,Republican,Major Pharmaceuticals,Shelley Moore Capito
Spouse,ITW,Stock,Purchase,"$15,000 ",WV,Republican,Industrial Machinery/Components,Shelley Moore Capito
Spouse,HRS,Stock,Purchase,"$15,000 ",WV,Republican,,Shelley Moore Capito
Spouse,GD,Stock,Purchase,"$15,000 ",WV,Republican,Marine Transportation,Shelley Moore Capito
Spouse,ES,Stock,Purchase,"$15,000 ",WV,Republican,Electric Utilities: Central,Shelley Moore Capito
Spouse,EMR,Stock,Purchase,"$15,000 ",WV,Republican,Consumer Electronics/Appliances,Shelley Moore Capito
Spouse,CL,Stock,Purchase,"$15,000 ",WV,Republican,Package Goods/Cosmetics,Shelley Moore Capito
Spouse,CLX,Stock,Purchase,"$15,000 ",WV,Republican,Specialty Chemicals,Shelley Moore Capito
Spouse,CSCO,Stock,Purchase,"$15,000 ",WV,Republican,Computer Communications Equipment,Shelley Moore Capito
Spouse,CB,Stock,Purchase,"$15,000 ",WV,Republican,Property-Casualty Insurers,Shelley Moore Capito
Spouse,CVX,Stock,Purchase,"$15,000 ",WV,Republican,Integrated oil Companies,Shelley Moore Capito
Spouse,BLK,Stock,Purchase,"$15,000 ",WV,Republican,Investment Bankers/Brokers/Service,Shelley Moore Capito
Spouse,BDX,Stock,Purchase,"$15,000 ",WV,Republican,Medical/Dental Instruments,Shelley Moore Capito
Spouse,ADP,Stock,Purchase,"$15,000 ",WV,Republican,EDP Services,Shelley Moore Capito
Spouse,ADI,Stock,Purchase,"$15,000 ",WV,Republican,Semiconductors,Shelley Moore Capito
Spouse,AMGN,Stock,Purchase,"$15,000 ",WV,Republican,Biotechnology: Biological Products (No Diagnostic Substances),Shelley Moore Capito
Spouse,APD,Stock,Purchase,"$15,000 ",WV,Republican,Major Chemicals,Shelley Moore Capito
Spouse,ACN,Stock,Purchase,"$15,000 ",WV,Republican,Business Services,Shelley Moore Capito
Spouse,ABT,Stock,Purchase,"$15,000 ",WV,Republican,Major Pharmaceuticals,Shelley Moore Capito
Spouse,T,Stock,Purchase,"$15,000 ",WV,Republican,Telecommunications Equipment,Shelley Moore Capito
Spouse,AFL,Stock,Purchase,"$15,000 ",WV,Republican,Accident &Health Insurance,Shelley Moore Capito
Spouse,UBSI,Stock,Sale (Full),"$50,000 ",WV,Republican,Major Banks,Shelley Moore Capito
Self,MDLZ,Stock,Purchase,"$15,000 ",WV,Republican,Packaged Foods,Shelley Moore Capito
Spouse,ENB,Stock,Exchange,"$50,000 ",ME,Republican,Natural Gas Distribution,Susan M. Collins
Self,V,Stock,Sale (Partial),"$50,000 ",OK,Republican,Business Services,James M. Inhofe
Self,UNH,Stock,Sale (Partial),"$100,000 ",OK,Republican,Medical Specialities,James M. Inhofe
Self,CRM,Stock,Sale (Partial),"$15,000 ",OK,Republican,Computer Software: Prepackaged Software,James M. Inhofe
Self,PEP,Stock,Sale (Partial),"$50,000 ",OK,Republican,Beverages (Production/Distribution),James M. Inhofe
Self,MSFT,Stock,Sale (Partial),"$50,000 ",OK,Republican,Computer Software: Prepackaged Software,James M. Inhofe
Self,LH,Stock,Sale (Partial),"$50,000 ",OK,Republican,Medical Specialities,James M. Inhofe
Self,XOM,Stock,Sale (Full),"$100,000 ",OK,Republican,Integrated oil Companies,James M. Inhofe
Self,DFS,Stock,Sale (Full),"$50,000 ",OK,Republican,Finance: Consumer Services,James M. Inhofe
Self,DAL,Stock,Sale (Partial),"$15,000 ",OK,Republican,Air Freight/Delivery Services,James M. Inhofe
Self,CLR,Stock,Sale (Partial),"$50,000 ",OK,Republican,,James M. Inhofe
Self,COHR,Stock,Sale (Full),"$100,000 ",OK,Republican,Biotechnology: Laboratory Analytical Instruments,James M. Inhofe
Self,C,Stock,Sale (Partial),"$15,000 ",OK,Republican,Major Banks,James M. Inhofe
Self,KMX,Stock,Sale (Partial),"$15,000 ",OK,Republican,Automotive Aftermarket,James M. Inhofe
Self,BAM,Stock,Sale (Partial),"$50,000 ",OK,Republican,Building operators,James M. Inhofe
Self,BLK,Stock,Sale (Partial),"$50,000 ",OK,Republican,Investment Bankers/Brokers/Service,James M. Inhofe
Self,GOOGL,Stock,Sale (Partial),"$50,000 ",OK,Republican,"Computer Software: Programming, Data Processing",James M. Inhofe
Self,AAPL,Stock,Sale (Partial),"$100,000 ",OK,Republican,Computer Manufacturing,James M. Inhofe
Self,CHKP,Stock,Sale (Full),"$100,000 ",OK,Republican,Computer Software: Prepackaged Software,James M. Inhofe
Self,BLK,Stock,Sale (Partial),"$50,000 ",OK,Republican,Investment Bankers/Brokers/Service,James M. Inhofe
N/A,N/A,PDF Disclosed Filing,N/A,,,,,Richard Burr
Self,CVS,Stock,Purchase,"$15,000 ",MI,Democrat,Medical/Nursing Services,Gary C. Peters
Joint,V,Stock,Sale (Partial),"$50,000 ",RI,Democrat,Business Services,Sheldon Whitehouse
Joint,CVS,Stock,Sale (Full),"$15,000 ",RI,Democrat,Medical/Nursing Services,Sheldon Whitehouse
Joint,CMCSA,Stock,Sale (Full),"$15,000 ",RI,Democrat,Television Services,Sheldon Whitehouse
Joint,JPM,Stock,Sale (Partial),"$15,000 ",RI,Democrat,Major Banks,Sheldon Whitehouse
Joint,WPC,Stock,Sale (Full),"$15,000 ",RI,Democrat,Real Estate Investment Trusts,Sheldon Whitehouse
Joint,AAPL,Stock,Sale (Partial),"$15,000 ",RI,Democrat,Computer Manufacturing,Sheldon Whitehouse
Self,IBM,Stock,Purchase,"$100,000 ",ND,Republican,Computer Manufacturing,John Hoeven
Spouse,NVDA,Stock,Purchase,"$15,000 ",KS,Republican,Semiconductors,Pat Roberts
Spouse,CVX,Stock,Sale (Full),"$15,000 ",KS,Republican,Integrated oil Companies,Pat Roberts
Spouse,NFLX,Stock,Purchase,"$50,000 ",KS,Republican,Consumer Electronics/Video Chains,Pat Roberts
Spouse,NFLX,Stock,Purchase,"$50,000 ",KS,Republican,Consumer Electronics/Video Chains,Pat Roberts
Spouse,NFLX,Stock,Sale (Full),"$100,000 ",KS,Republican,Consumer Electronics/Video Chains,Pat Roberts
Spouse,GDV,Other Securities,Purchase,"$15,000 ",MS,Republican,Investment Managers,Roger F. Wicker
N/A,N/A,PDF Disclosed Filing,N/A,,,,,Christopher A. Coons
N/A,N/A,PDF Disclosed Filing,N/A,,,,,Benjamin L Cardin
N/A,N/A,PDF Disclosed Filing,N/A,,,,,Richard Burr
N/A,N/A,PDF Disclosed Filing,N/A,,,,,Thomas R. Carper
Joint,USG,Stock,Sale (Partial),"$15,000 ",GA,Republican,,David Perdue
Joint,USG,Stock,Sale (Partial),"$15,000 ",GA,Republican,,David Perdue
Joint,WPX,Stock,Sale (Partial),"$15,000 ",GA,Republican,,David Perdue
Joint,GLW,Stock,Purchase,"$15,000 ",GA,Republican,Telecommunications Equipment,David Perdue
Joint,C,Stock,Purchase,"$15,000 ",GA,Republican,Major Banks,David Perdue
Joint,GIS,Stock,Purchase,"$15,000 ",GA,Republican,Packaged Foods,David Perdue
Joint,MRK,Stock,Purchase,"$15,000 ",GA,Republican,Major Pharmaceuticals,David Perdue
Joint,CLX,Stock,Purchase,"$15,000 ",GA,Republican,Specialty Chemicals,David Perdue
Joint,PG,Stock,Purchase,"$50,000 ",GA,Republican,Package Goods/Cosmetics,David Perdue
Joint,PEP,Stock,Purchase,"$50,000 ",GA,Republican,Beverages (Production/Distribution),David Perdue
Joint,DUK,Stock,Sale (Full),"$50,000 ",GA,Republican,Power Generation,David Perdue
Joint,USG,Stock,Sale (Partial),"$15,000 ",GA,Republican,,David Perdue
Joint,USG,Stock,Sale (Partial),"$15,000 ",GA,Republican,,David Perdue
Joint,USG,Stock,Sale (Partial),"$15,000 ",GA,Republican,,David Perdue
N/A,N/A,PDF Disclosed Filing,N/A,,,,,Gary C. Peters
N/A,N/A,PDF Disclosed Filing,N/A,,,,,John Boozman
Spouse,CGNT,Stock,Sale (Partial),"$50,000 ",MN,Democrat,Computer Software: Prepackaged Software,Tina Smith
Spouse,CGNT,Stock,Sale (Full),"$250,000 ",MN,Democrat,Computer Software: Prepackaged Software,Tina Smith
Spouse,CGNT,Stock,Sale (Partial),"$50,000 ",MN,Democrat,Computer Software: Prepackaged Software,Tina Smith
Spouse,FB,Stock,Sale (Partial),"$15,000 ",RI,Democrat,"Computer Software: Programming, Data Processing",Sheldon Whitehouse
Joint,FB,Stock,Sale (Partial),"$50,000 ",RI,Democrat,"Computer Software: Programming, Data Processing",Sheldon Whitehouse
Self,FB,Stock,Sale (Partial),"$50,000 ",RI,Democrat,"Computer Software: Programming, Data Processing",Sheldon Whitehouse
N/A,N/A,PDF Disclosed Filing,N/A,,,,,"Angus S. King, Jr."
N/A,N/A,PDF Disclosed Filing,N/A,,,,,Mike Rounds
N/A,N/A,PDF Disclosed Filing,N/A,,,,,Gary C. Peters
